.\datasets\images\2928580824.jpg| A woman wearing a jean outfit and a messenger bag is posing in front of an airport .,,,,,,,,,| This is a woman , wearing a blue pants suit , standing on a brick like sidewalk,,,,,,,| A middle-aged woman walks out of an airport as a family passes by behind her .,,,,,,,,,| A lady in jeans and a jacket walks carrying her backpack over her shoulder .,,,,,,,,,| A woman is posing for a picture next to an airport .,,,,,,,,,
.\datasets\images\2928835996.jpg| A room full of worshippers bows toward an extravagant display in the center of the crowd .,,,,,,,,,| A crowd is looking at a shrine while holding their hands in the air,,,,,,,,,| A congregation of people are worshipping outside of a temple .,,,,,,,,,| A large crowd raises their hands in unison .,,,,,,,,,| Many people stand with their hands raised .,,,,,,,,,
.\datasets\images\2929006980.jpg| A man stands on a four-wheeled board attached to a harness .,,,,,,,,,| A man is leaning on a skateboard while holding onto a pole .,,,,,,,,,| Man on specialized skateboard being propelled by unseen kite,,,,,,,,,| A man on a roller scooter holding on to rope,,,,,,,,,| A man on a skateboard holding on to a kite,,,,,,,,,
.\datasets\images\2929272606.jpg| A little girl with a blue shirt is standing by a man wearing sunglasses on the beach .,,,,,,,,,| A young girl is looking at a body of water while an older male kneels behind her .,,,,,,,,,| A little girl in a blue shirt is pointing at the water on the beach .,,,,,,,,,| A young girl is standing on the shore and pointing to the ocean .,,,,,,,,,| A young girl is pointing at water on a beach .,,,,,,,,,
.\datasets\images\2929669711.jpg| a surfer is doing an airborne stunt whilst riding waves .,,,,,,,,,| A man in blue and black surfs on a huge white wave .,,,,,,,,,| A man on a surfboard jumping off the top of a wave .,,,,,,,,,| Man boogie boarding on wave .,,,,,,,,,| man surfing,,,,,,,,,
.\datasets\images\2929968078.jpg| Some men working around a business street marquis , there is a caution tape , one of the cones holding the tape is knocked over .,,,,,,,| Two men standing on a sidewalk are watching two more men on scaffolding beside a white building .,,,,,,,,,| Men are working on scaffolding outside of a building while other men watch .,,,,,,,,,| Four men working below a scaffolding around an open work site .,,,,,,,,,| Five men are working on a construction site .,,,,,,,,,
.\datasets\images\2930318834.jpg| A man wearing a pink ribbon on his arm has been splattered with yellow paint .,,,,,,,,,| A man in a black shirt , covered in paintball splatter , makes a face .,,,,,,,| A man has a pink ribbon around his arm .,,,,,,,,,| A man looking surprised at the camera .,,,,,,,,,| A man in a sweatshirt in the woods .,,,,,,,,,
.\datasets\images\2930616480.jpg| A female is wearing a big purple flower in her hair and has some beads around her neck .,,,,,,,,,| A woman with a purple feather decoration in her hair and wearing caution tape,,,,,,,,,| A dressed up woman is holding up a soda while having a conversation .,,,,,,,,,| A laughing woman wears a purple feathered hat and caution tape .,,,,,,,,,| A woman with bright red-hair standing on the street .,,,,,,,,,
.\datasets\images\2930902521.jpg| A man wearing a white tank top and a white hard hat is holding two pieces of pipe at a construction site .,,,,,,,,,| A man wearing a white hard hat is lifting two pieces of rebar .,,,,,,,,,| A man in a white shirt and hard hat working with steel .,,,,,,,,,| a man is at his job working Construction .,,,,,,,,,| A construction worker is laboring .,,,,,,,,,
.\datasets\images\2931950813.jpg| A small boy on a blue scooter in an urban setting is pointing a finger at the viewer .,,,,,,,,,| A boy wearing a white top is resting on his scooter beside a concrete post .,,,,,,,,,| A boy stands on a scooter in an abandoned boardwalk .,,,,,,,,,| The little boy stands next to his scooter .,,,,,,,,,| A boy is posing next to his scooter .,,,,,,,,,
.\datasets\images\2933872721.jpg| A man selects a food item from a buffet table while a couple sits in the background .,,,,,,,,,| A man in an orange shirt , wearing a headset is surrounded by food .,,,,,,,,| A man in an orange shirt works in front of a display of food .,,,,,,,,,| A man wearing an orange shirt in front of a tray of food .,,,,,,,,,| A man in orange is demonstrating the use of a peeler .,,,,,,,,,
.\datasets\images\2934000107.jpg| A black dog is jumping through some water , while holding a stick in his mouth .,,,,,,,,| A black dog jumps in a body of water with a stick in his mouth .,,,,,,,,,| Black dog jumping out of the water with a stick in his mouth .,,,,,,,,,| A black dog is swimming through water .,,,,,,,,,| A dog swims in the ocean .,,,,,,,,,
.\datasets\images\2934022873.jpg| two skateboarders wearing their helmets riding down a street .,,,,,,,,,| Two downhill skateboarders round a curve while others watch .,,,,,,,,,| Two skateboarders wearing helmets are going around a turn .,,,,,,,,,| A man in a white helmet crouches while he skateboards .,,,,,,,,,| A group of downhill skateboards going down a hill .,,,,,,,,,
.\datasets\images\2934325103.jpg| A person rides his mountain bike down a dirt road very fast .,,,,,,,,,| A person on a BMX bike is riding on an outdoor course .,,,,,,,,,| Dirt bike rider jumping down the hill .,,,,,,,,,| A biker rides on a dirt road .,,,,,,,,,| A person on a bmx bike .,,,,,,,,,
.\datasets\images\2934379210.jpg| A boy in a red shirt and jean shorts jumping off a swing .,,,,,,,,,| A boy jumps off a swing with his legs apart .,,,,,,,,,| A boy is jumping off of a swing .,,,,,,,,,| A boy is jumping off a swing,,,,,,,,,| a boy jumps off a swing .,,,,,,,,,
.\datasets\images\2934628301.jpg| A black dog in a red collar splashing through the water .,,,,,,,,,| A black dog with a red collar is walking through water .,,,,,,,,,| A big , black dog with a red collar runs in the water .,,,,,,,,| A black dog is running through some water .,,,,,,,,,| A black dog splashes in the water,,,,,,,,,
.\datasets\images\2934801096.jpg| Two young men , one smoking ," walk past a large sign that uses orange stars to spell "" HELL "" .",,,,,,,| Two people stand next to a sign that says "" HELL "" made out of stars .",,,,,,,,,| Two males on a street corner crooswalk with a billboard behind them .,,,,,,,,,| A man and a boy standing in front of a sign that says "" HELL "" .",,,,,,,,,| Two males stand by a board that says HELL .,,,,,,,,,
.\datasets\images\2935703360.jpg| A dog is running in and out of a line of posts on an obstacle course .,,,,,,,,,| A black and white dog is running between yellow poles .,,,,,,,,,| A little dog running between yellow poles .,,,,,,,,,| A black dog running through yellow cones .,,,,,,,,,| Dog in field with yellow posts .,,,,,,,,,
.\datasets\images\293653043.jpg| Two girls sitting at a table , one with her head on the table , the other with her head resting on the short wall .,,,,,,,| Two young women have fallen asleep at a public eating area .,,,,,,,,,| Two young women snooze at their restaurant table .,,,,,,,,,| Two women appear to sleep at a table in a diner .,,,,,,,,,| there are 2 girls in a restaurant .,,,,,,,,,
.\datasets\images\2936590102.jpg| A Greyhound dog is wearing a red jersey with the number one on it and is mid run .,,,,,,,,,| A white greyhound dog is wearing a red jacket with the number one printed on it .,,,,,,,,,| A greyhound with a red shirt and blue muzzle on running a race .,,,,,,,,,| A large greyhound dog races wearing a red shirt .,,,,,,,,,| White greyhound racing as dog number 1 .,,,,,,,,,
.\datasets\images\2937713493.jpg| A young girl in pink stripes grabbing a shoe that is being worn by another person .,,,,,,,,,| A little girl with a barrette is playing with an adult 's sneaker .,,,,,,,,,| An infant girl in a pink blouse playing with a shoe .,,,,,,,,,| A little girl holding a tennis shoe .,,,,,,,,,| A baby plays with a shoe .,,,,,,,,,
.\datasets\images\2938362117.jpg| Police officers are standing outdoors with a building in the background with Chinese writing on the walls .,,,,,,,,,| Asian police in blue uniforms are standing in front of a construction site .,,,,,,,,,| Security officers are inspecting women traveling through a checkpoint .,,,,,,,,,| Asian people are standing around a trashcan .,,,,,,,,,| Three people standing near a building .,,,,,,,,,
.\datasets\images\293881927.jpg| One dog , apparently standing on the edge of a fence , confronts three others in a backyard setting .,,,,,,,| Three dogs are in a fenced yard and one is jumping off the fence .,,,,,,,,,| Two pitbulls fighting , one standing on top of a fence .,,,,,,,,| a dog jumps over a fence , while two other dogs watch .,,,,,,,,| The dog is on the fence,,,,,,,,,
.\datasets\images\2940342154.jpg| Baseball player in white and black uniform is attempting to catch a baseball .,,,,,,,,,| Professional baseball player throws a baseball during a game .,,,,,,,,,| A baseball player attempting to make a catch in the outfield .,,,,,,,,,| Baseball player running to catch ball .,,,,,,,,,| A man is trying to catch a baseball .,,,,,,,,,
.\datasets\images\2940522002.jpg| A middle-aged blond woman wearing a black sleeveless top , white pants , and a frown stands at a transit stop .,,,,,,,| A white woman wearing white pants and a black top is waiting for the bus to come .,,,,,,,,,| A blond woman in a black shirt waits for the train .,,,,,,,,,| Unexpected photo op in the train station,,,,,,,,,| A woman is walking on a sidewalk .,,,,,,,,,
.\datasets\images\2940594396.jpg| A disabled athlete is competing with his sponsored gear along a street lined with spectators .,,,,,,,,,| The handicapped biker uses his arms to move his yellow sports bike .,,,,,,,,,| A man with a helmet is racing a three wheeled bicycle .,,,,,,,,,| A man with no legs is in a race with his wheelchair .,,,,,,,,,| A man riding on a three-wheeled wheelchair .,,,,,,,,,
.\datasets\images\2942616793.jpg| A little girl is riding her mountain bike while wearing a bright blue helmet and pink sunglasses .,,,,,,,,,| A girl with a blue helmet rides her bicycle in the street .,,,,,,,,,| A little girl wears her helmet while she rides her bike .,,,,,,,,,| A young girl in a blue helmet riding a purple bicycle .,,,,,,,,,| A young girl in purple on a bike .,,,,,,,,,
.\datasets\images\2942798367.jpg| Two girls on an amusement park ride smiling and laughing .,,,,,,,,,| Two girls riding on an amusement part ride .,,,,,,,,,| Two children are on a fairground ride .,,,,,,,,,| Two girls on an amusement park ride .,,,,,,,,,| two girls on a carnival ride,,,,,,,,,
.\datasets\images\2943334864.jpg| a man sitting on a motorcycle with a sunset directly behind him,,,,,,,,,| The man sat on the dirt bike as the sun sets in the distance .,,,,,,,,,| The man is on a bike and sitting in front of the sunset .,,,,,,,,,| A man on a motorcycle is silhouetted by the sunset .,,,,,,,,,| a dirt biker stands in the sunset .,,,,,,,,,
.\datasets\images\2943692397.jpg| A group of children are folding colorful paper while sitting on a blanket outside .,,,,,,,,,| A group of kids are sitting next to each other on a green cloth trading materials .,,,,,,,,,| Two boys and two girls , all with brown hair , sitting in a circle playing a game .,,,,,,,| Five children are making art with blue and pink construction paper .,,,,,,,,,| Asian kids sitting on a mat playing with a toy .,,,,,,,,,
.\datasets\images\2944025729.jpg| A man is riding his bicycle up in the air off of a ramp .,,,,,,,,,| A bmx rider rides up a jump and into the air .,,,,,,,,,| A BMX biker flies in the air off of a ramp .,,,,,,,,,| A boy on a bike descends a half pipe .,,,,,,,,,| Bicycle rider airborne on a ramp .,,,,,,,,,
.\datasets\images\2944553914.jpg| A group of children are standing in a classroom , with their right hands up in the air , and their left hands holding their right leg up behind their backs .,,,,,,,| kids in day care are dancing or taking dance lessons .,,,,,,,,,| A classroom of young children holding a pose .,,,,,,,,,| A group of school children practice dancing .,,,,,,,,,| Group practices some cultural dances .,,,,,,,,,
.\datasets\images\2944619397.jpg| A man in boots holding a hard hat is running on a street .,,,,,,,,,| A man carrying a hard hat is running down the street .,,,,,,,,,| A man holding a white helmet is running on a street .,,,,,,,,,| A man holding a hard hat runs across a street .,,,,,,,,,| A man holding a white hard hat running .,,,,,,,,,
.\datasets\images\2944952557.jpg| Girl in blue tries to get a base runner number 11 out during softball game .,,,,,,,,,| A girl in a blue and white uniform tags someone in a black and red uniform .,,,,,,,,,| A girl is catching a baseball before an opponent touches base .,,,,,,,,,| A woman in blue has a yellow ball in her mitt .,,,,,,,,,| Two people playing ball on a field .,,,,,,,,,
.\datasets\images\2945036454.jpg| A dog is jumping in the air trying to catch a red Frisbee .,,,,,,,,,| A yellow dog chases a red Frisbee next to a black pot .,,,,,,,,,| The yellow dog is trying to catch a red Frisbee .,,,,,,,,,| Grayish dog is playing Frisbee in the yard .,,,,,,,,,| A dog jumps to catch an orange Frisbee .,,,,,,,,,
.\datasets\images\294716517.jpg| This girl is outside , kicking leaves , in a field where there are trees in the background .,,,,,,,| A little girl , wearing a pink vest with matching pink shoes playing with falling leaves .,,,,,,,,| A young girl in a pink jacket and pink converse kicks a pile of autumn leaves .,,,,,,,,,| A girl kicks up fallen autumn leaves .,,,,,,,,,| A girl in pink kicks up dead leaves .,,,,,,,,,
.\datasets\images\2949773540.jpg| A young blond & tan woman in an orange shirt reads from a highlighted text as she clutches a mug , at a table with a package of Oreo cookies ; in the background , a TV has been turned on .,,,,,,,| A blond woman reads with a drink in hand and Oreos nearby .,,,,,,,,,| A woman studying while drinking coffee and eating Oreos .,,,,,,,,,| A blond woman is studying and eating Oreo cookies .,,,,,,,,,| A blond woman reads next to a bag of Oreos .,,,,,,,,,
.\datasets\images\2951693787.jpg| A man with glasses and a beard sits next to a girl with a pink sweater with three children in front of them .,,,,,,,,,| Five people are looking at something interesting through a glass .,,,,,,,,,| A man sits behind two young boys and two young girls .,,,,,,,,,| A man and some children stare intently at something .,,,,,,,,,| A man and some children are sitting on the floor .,,,,,,,,,
.\datasets\images\295229746.jpg| A person in an apron is selling many different sized fish on a stand .,,,,,,,,,| A view from above of someone tending to trays of fish for sale .,,,,,,,,,| A man stands behind his fish stand waiting for customers .,,,,,,,,,| A lady wearing an apron is selling fish from the boxes .,,,,,,,,,| Woman in gray sweater stands beside display of fish .,,,,,,,,,
.\datasets\images\2952839389.jpg| A group of men haul black trash bags across the beach , nearby a pickup truck and a bulldozer .,,,,,,,,| People on a Beach , cleaning up what Mother Nature brought in , from the Ocean .,,,,,,,| group of people are wearing white T-Shirt are doing a collective work,,,,,,,,,| Workers work to clean up debris on the beach .,,,,,,,,,| A group of people cleaning a beach .,,,,,,,,,
.\datasets\images\2953680766.jpg| People walk on the beach cleaning up by putting trash in trash bags .,,,,,,,,,| A group of people are clearing garbage up from a beach .,,,,,,,,,| people at beach wearing gloves collecting trash,,,,,,,,,| A woman and a child clean up a beach .,,,,,,,,,| people cleaning up a filthy beach,,,,,,,,,
.\datasets\images\2953730430.jpg| A woman in a pink shirt stands behind a table with many salad dressings , and paper plates .,,,,,,,,| A woman stands at a covered table with condiments on it with a wide open field behind her .,,,,,,,,,| A woman with sunglasses standing at a table with condiments .,,,,,,,,,| A woman is standing in front of a table of condiments .,,,,,,,,,| A woman is standing behind a table,,,,,,,,,
.\datasets\images\2954291559.jpg| A man wearing a hard hat is standing next to a flag on top of a metal structure .,,,,,,,,,| A construction workers standing on a beam beside and american flag .,,,,,,,,,| A worker peers out from atop a building under construction .,,,,,,,,,| Construction worker standing atop an unfinished building .,,,,,,,,,| A construction worker is standing on top of a structure .,,,,,,,,,
.\datasets\images\2955315546.jpg| A man wearing black sweatpants , a white T-shirt , and sneakers leaps off a concrete roof toward a tall brick wall .,,,,,,,| A tall , athletic man leaps upward towards the top of a brick wall .,,,,,,,,| A man taking a daring leap while practicing his parkour,,,,,,,,,| Man in a white shirt jumping toward a brick wall .,,,,,,,,,| Man jumping from lower roof to higher roof .,,,,,,,,,
.\datasets\images\2955693752.jpg| Several men wearing ornate cultural costumes dance barefooted for people seated at tables .,,,,,,,,,| Four men who are wearing colorful clothing are dancing barefoot on wood floors .,,,,,,,,,| Men dressed in fancy traditional clothing dance in a circle .,,,,,,,,,| A group of men in ethnic dress are dancing .,,,,,,,,,| A group of dancers doing a performance .,,,,,,,,,
.\datasets\images\2955694690.jpg| A couple kissed in front of a beautiful three-tiered cake with blue ribbon and pink accents .,,,,,,,,,| A man in a blue shirt kissing a woman in a dress next to a table with a cake on it .,,,,,,,,,| The man in the blue shirt is kissing a woman in front of a wedding cake .,,,,,,,,,| A recently married couple of color kiss in front of their wedding cake .,,,,,,,,,| a beautiful couple dancing by a wedding cake .,,,,,,,,,
.\datasets\images\295729735.jpg| Two people in a subway train separated by a seat,,,,,,,,,| A boy and woman sitting on a passenger train,,,,,,,,,| People sitting on seats by orange pole,,,,,,,,,| A woman and a boy sitting on a bus .,,,,,,,,,| Two people ride the train .,,,,,,,,,
.\datasets\images\2957679856.jpg| A middle-aged man in a military uniform sits at a table in front of a small flag and microphone .,,,,,,,,,| A man in the military is sitting at a table talking into a microphone .,,,,,,,,,| A uniformed member of the U.S. military speaks into a microphone .,,,,,,,,,| A man in an army uniform speaks into a microphone .,,,,,,,,,| A solider speaking into a microphone .,,,,,,,,,
.\datasets\images\2957681960.jpg| Three men in army camouflage sitting in a half circle talking .,,,,,,,,,| Three army men engage in conversation with one another .,,,,,,,,,| Three soldiers in fatigues are sitting around a table .,,,,,,,,,| three soldiers in fatigues sitting at a table talking .,,,,,,,,,| Three military men are sitting around a table talking .,,,,,,,,,
.\datasets\images\2957688236.jpg| Several armed forces officers and civilians are standing around a children 's playground .,,,,,,,,,| US troops keeping calm in a no fly zone at one of the crucial points in Tripoli , Libya .,,,,,,,,| Three soldiers are having a discussion in front of a playground , while others look on .,,,,,,,,| A group of men , some wearing military uniforms , standing near a water park .,,,,,,,| Military men are conversing near a playground .,,,,,,,,,
.\datasets\images\295939538.jpg| Two women and a man sitting in blue and yellow seats smile for the camera .,,,,,,,,,| Two women and a man on blue and yellow seats in public transportation .,,,,,,,,,| Three people making the most of their traveling experience .,,,,,,,,,| Three young people are sitting on mass transit .,,,,,,,,,| two girls and a black guy all wearing black .,,,,,,,,,
.\datasets\images\2960759328.jpg| Two cowboys riding horses attempt to rope a small cow .,,,,,,,,,| Two cowboys on horses chase a young cow with lassos ' .,,,,,,,,,| There is a cowboy in a rodeo trying to lasso a calf .,,,,,,,,,| Men on horses in the rodeo try to rope in a bull .,,,,,,,,,| Two men on horses are trying to lasso a bull .,,,,,,,,,
.\datasets\images\2961017118.jpg| A boy wearing a yellow shirt , khaki pants , and blue and yellow shoes is hitting a tennis ball off a wall with a tennis racket .,,,,,,,| A boy in a yellow shirt hits a green ball against a wall with a racket .,,,,,,,,,| A boy with a yellow shirt and gray pants playing ball alone .,,,,,,,,,| A boy in a yellow shirt hits a tennis ball against a wall .,,,,,,,,,| Boy throwing ball against a stone wall .,,,,,,,,,
.\datasets\images\2962977152.jpg| A man in a white shirt and blue shorts and a man in a red shirt and white shorts playing soccer .,,,,,,,,,| Two men fighting for control of a soccer ball as fans watch,,,,,,,,,| Two soccer players rush to kick the ball .,,,,,,,,,| Two soccer players fighting for the ball .,,,,,,,,,| Two players hustle during a soccer game .,,,,,,,,,
.\datasets\images\296430084.jpg| A middle-aged woman dressed in pink sweater and white jumper appears to be falling asleep while sitting aboard a mass transit vehicle .,,,,,,,,,| A woman with a convenience store bag and brightly colored pink tights with purple flowers sleeps on a train .,,,,,,,,,| A woman dressed in pink , white , and black sleeps while holding a shopping bag .,,,,,,,| A middle-aged woman has fallen asleep on the train .,,,,,,,,,| A woman wearing a pink sweater is sleeping,,,,,,,,,
.\datasets\images\2966552760.jpg| A child in a red shirt is sitting against a wall with a map while eating .,,,,,,,,,| A little girl eats an apple and sits in front of a map of the world .,,,,,,,,,| A smiling child sits against a wall on a blanket and eats a snack .,,,,,,,,,| A young child sits on the floor and leans against a map to eat .,,,,,,,,,| little girl sitting down eating ice cream,,,,,,,,,
.\datasets\images\2966901532.jpg| A man wearing swim goggles is doing the crawl in a lane in a swimming pool .,,,,,,,,,| A man wearing goggles is swimming in a pool .,,,,,,,,,| An swimmer swimming in a swimming pool .,,,,,,,,,| A person with goggles on swimming .,,,,,,,,,| The man in the pool is swimming .,,,,,,,,,
.\datasets\images\2967630001.jpg| The white dog is walking through the water of the incoming tide at the beach .,,,,,,,,,| A dog walks on the shore of a clear blue ocean .,,,,,,,,,| A dog walks along a beach with breaking waves .,,,,,,,,,| A dog walking through the water at the ocean .,,,,,,,,,| A dog playing in the ocean on the beach .,,,,,,,,,
.\datasets\images\2968216482.jpg| One motorcyclist speeds away from a parked motorcyclist along a drag strip .,,,,,,,,,| A biker patiently waits as his friend bikes ahead of him .,,,,,,,,,| A man in a leather outfit prepares to ride a motorcycle .,,,,,,,,,| Two men on motorcycles are driving down an empty street .,,,,,,,,,| Two people in black leather ride motorcycles .,,,,,,,,,
.\datasets\images\2968885599.jpg| A man controlling a dog sled approaches another dog sled team in a narrow , snowy passageway between two sets of trees .,,,,,,,,| Two groups of huskies are running in the snow , each group pulling a man .,,,,,,,,| Sled and dogs headed towards another group of sled dogs with one loose .,,,,,,,,,| Two packs of sled dogs meet .,,,,,,,,,| Dogs performing a sled race,,,,,,,,,
.\datasets\images\2969233171.jpg| A blond-haired woman covers her mouth as a man in a black shirt motions with his hands .,,,,,,,,,| A douchebag tries to impress a lady at a bar but she has eyes for his best friend .,,,,,,,,,| A white male is telling a story while using hand gestures to a white female .,,,,,,,,,| People are socializing as they take several drinks .,,,,,,,,,| Woman with hand to her mouth and a man talking .,,,,,,,,,
.\datasets\images\2969545002.jpg| A white-haired man and a dark headed woman are standing in the forest while talking .,,,,,,,,,| A young woman and an elderly man standing in the woods .,,,,,,,,,| A man and a woman are standing in a forest .,,,,,,,,,| Two people having a conversation outdoors .,,,,,,,,,| A old man and a woman stand in the woods .,,,,,,,,,
.\datasets\images\2972268289.jpg| A cowboy is on the ground in a rodeo ring , holding onto his horse by a rope , just missing a calf .,,,,,,,| A horse and a baby horse are in a ring with a man , wearing a cowboy hat , on the ground .,,,,,,,| a man who has fallen off his horse while trying to catch a small cattle,,,,,,,,,| A cowboy with a white hat fails to wrangle a calf at a rodeo .,,,,,,,,,| During calf roping a cowboy calls off his horse .,,,,,,,,,
.\datasets\images\2973269132.jpg| a lioness is chasing a black bison across a grassy plain .,,,,,,,,,| A large wild cat is pursuing a horse across a meadow .,,,,,,,,,| The lioness attacks a wildebeest on a plain .,,,,,,,,,| A lioness chases a black animal with horns .,,,,,,,,,| A lioness closes in on its prey .,,,,,,,,,
.\datasets\images\2974798723.jpg| A man is doing a skateboarding trick , known as the ollie , over a staircase .,,,,,,,| Young male in a hoodie is doing a skateboard stunt on a flight of stairs .,,,,,,,,,| A skateboarder is attempting to jump down a set of concrete stairs .,,,,,,,,,| A skater is jumping down a huge staircase on his board .,,,,,,,,,| A skater is jumping down the stairs on his skateboard .,,,,,,,,,
.\datasets\images\2975417212.jpg| A person in military camouflage gear is standing next to a red , blue , and yellow inflatable carnival jumping attraction for children .,,,,,,,| Several children and parents are at a colorful inflatable maze .,,,,,,,,,| In a public park kids gather to play in an inflatable bouncer .,,,,,,,,,| Kids are in the park waiting to try the big blow up activity .,,,,,,,,,| Children stand around an inflatable play area .,,,,,,,,,
.\datasets\images\2975845158.jpg| A boy and girl ride in the front of a small train labeled "" Mississippi Train "" .",,,,,,,,,| A group of adults and children are riding on a train ride .,,,,,,,,,| A bunch of kids are riding on a little train .,,,,,,,,,| Children on a train , at an amusement park .,,,,,,,,| Young kids are on a small train ride .,,,,,,,,,
.\datasets\images\2977846190.jpg| A seated man in a blue T-shirt and green cap rests against divider glass in a train car .,,,,,,,,,| A man in a green ha is tired from shopping so he sleeps in the train .,,,,,,,,,| An older black man in a blue shirt and green hat dozes on the subway .,,,,,,,,,| A man with glasses and a green beanie falling asleep on the subway .,,,,,,,,,| A man in a green hat is sleeping .,,,,,,,,,
.\datasets\images\2978040423.jpg| A woman wearing a white shirt , tan pants , and boots is standing beside a vendor cart that contains various beverages .,,,,,,,| Lady at the beach standing next to her ice cream cart , numerous people is lounging in the background .,,,,,,,,| A treat vendor is standing in the sun while others sit in the shade under umbrellas .,,,,,,,,,| A black woman wearing a blue hat and white t-shirt is standing at a snow cone stand .,,,,,,,,,| Woman with a vending cart in the middle of a beach .,,,,,,,,,
.\datasets\images\2980348138.jpg| Man climbs crack in rock face at top left of frame , tree at lower right .,,,,,,,,| a lone rock climber climbing a rock wall,,,,,,,,,| Man climbing up a barren rock face .,,,,,,,,,| A climber scales a rock wall .,,,,,,,,,| A rock climber climbs .,,,,,,,,,
.\datasets\images\2980692063.jpg| A man in a red shirt examining a camera next to a briefcase filled with sponges .,,,,,,,,,| A man in a red Vegas shirt sits a table playing with his camera .,,,,,,,,,| A man in a red shirt with a suitcase of sponges holding an item .,,,,,,,,,| A man wearing a Vegas shirt has an open suitcase beside him .,,,,,,,,,| A man wearing a red shirt holds a camera .,,,,,,,,,
.\datasets\images\2980958891.jpg| One man wearing a striped shirt and sunglasses jumps in the air next to another man in a black graphic tee leaping in the air with his arms outstretched in front of a building .,,,,,,,,,| Two teenage boys are caught mid-jump in front of a city building with glass doors .,,,,,,,,,| Two young men are leaping exuberantly on an outdoor plaza .,,,,,,,,,| Two friends are out goofing around and having some fun .,,,,,,,,,| Two teens jumping and making weird poses .,,,,,,,,,
.\datasets\images\2981162237.jpg| Two men in hard hats , business suits , and orange vests walking through a facility 's yard .,,,,,,,| The two men in suits and safety gear are overseeing construction .,,,,,,,,,| Two men with construction hats walk next to concrete structure .,,,,,,,,,| Two workers are walking around a construction site .,,,,,,,,,| Two men inspecting and building a wall .,,,,,,,,,
.\datasets\images\298122528.jpg| A blond-haired baby sits in a blue Exersaucer and holds tightly onto a cat 's tail .,,,,,,,,,| A baby in an Exersaucer pulls a striped cat 's tail .,,,,,,,,,| An intent baby holds the tail of an orange cat .,,,,,,,,,| A baby is pulling the cat by the tail .,,,,,,,,,| A baby grabs an orange cat 's tail .,,,,,,,,,
.\datasets\images\2982881046.jpg| a skateboarding ramp located in a room with multicolored graffti painted on the wall .,,,,,,,,,| A man is doing a jump on bicycle in an indoor skate and bike center .,,,,,,,,,| A man is doing a trick on a bike in the air over a ramp .,,,,,,,,,| A person doing a bicycle trick over a wooden ramp .,,,,,,,,,| A person jumping with a bicycle over a ramp,,,,,,,,,
.\datasets\images\2982928615.jpg| The dog is running quickly through the meadow .,,,,,,,,,| A golden dog is running on the grass .,,,,,,,,,| A tan dog leaping in a grassy field .,,,,,,,,,| Brown dog leaps through field .,,,,,,,,,| a dog runs across the grass .,,,,,,,,,
.\datasets\images\2984174290.jpg| A surfer on a blue surfboard is falling off of it as he hits a wave .,,,,,,,,,| Man falling off a blue surfboard in the ocean .,,,,,,,,,| The surfer rides a wave on a blue surfboard .,,,,,,,,,| a surfer rides up the wave .,,,,,,,,,| The surfer is in the wave .,,,,,,,,,
.\datasets\images\2984961568.jpg| Some people are standing on a city sidewalk at night and waiting to get on a double-decker bus .,,,,,,,,,| People wait in line to board a double decker bus under streetlights,,,,,,,,,| People are waiting in line to board a double decker bus .,,,,,,,,,| Large crowd standing in line to board the 253 bus .,,,,,,,,,| Men and women are about to get on a bus .,,,,,,,,,
.\datasets\images\2986057682.jpg| A young blond child in a green shirt and blue pants running through the sand .,,,,,,,,,| A young boy in a green shirt and purple pants is running across the sand .,,,,,,,,,| A blond boy wearing a green shirt is running after a flying toy .,,,,,,,,,| A boy in a green short is running in the sand .,,,,,,,,,| A boy in a green shirt running in the sand .,,,,,,,,,
.\datasets\images\2986671935.jpg| Several cyclists wearing different colors riding bikes on pavement .,,,,,,,,,| Several bicyclists are riding in a race .,,,,,,,,,| Men in a cluster during a bike race,,,,,,,,,| A group of bikers pedal along .,,,,,,,,,| A group of bicyclists racing .,,,,,,,,,
.\datasets\images\2987096101.jpg| A woman in a pink shirt and khaki shorts looks over a crumbling rock face overlooking a large forested area .,,,,,,,,,| A woman holding a purse stands at the edge of a rocky ledge and looks out at the trees .,,,,,,,,,| A woman stands at the edge of a cliff overlooking the mountains .,,,,,,,,,| A woman in a red shirt stands on a monument above a forest .,,,,,,,,,| A woman stands next to a big , green hill .,,,,,,,,
.\datasets\images\2987593918.jpg| A dark-haired middle-aged woman wearing a necklace , bracelet , dangling earrings , and a print blouse gestures toward two other dark-haired middle-aged women , one of whom is wearing glasses .,,,,,| Three older Asian women are conversing indoors .,,,,,,,,,| Three Chinese women are discussing something .,,,,,,,,,| Three Asian women having a conversation .,,,,,,,,,| Three older oriental women conversing .,,,,,,,,,
.\datasets\images\2988298940.jpg| A concert in which the two people on stage both hold guitars .,,,,,,,,,| The group sing a favorite song of the people .,,,,,,,,,| Lots of people are enjoying a concert .,,,,,,,,,| A large group of people at a concert .,,,,,,,,,| Crowd of people enjoy a concert .,,,,,,,,,
.\datasets\images\2988339083.jpg| People talking , listening to their music waiting in a train station to get somewhere .,,,,,,,,| A group of people are standing along a wall waiting for something .,,,,,,,,,| People stand against a wall , one guy wears headphones .,,,,,,,,| A group of people are waiting for a train to arrive .,,,,,,,,,| People waiting for the subway .,,,,,,,,,
